x:image,y:label,y'__0,y'__1,y'__2,y'__3,y'__4,y'__5,y'__6,y'__7
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\07\229.csv,7,1.3820352e-07,4.040353e-07,7.772903e-08,0.0014743432,4.0542716e-07,7.0278234e-05,6.454542e-08,0.99845433
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\07\230.csv,7,1.3820352e-07,4.040353e-07,7.772903e-08,0.0014743432,4.0542716e-07,7.0278234e-05,6.454542e-08,0.99845433
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\07\231.csv,7,1.3820352e-07,4.040353e-07,7.772903e-08,0.0014743432,4.0542716e-07,7.0278234e-05,6.454542e-08,0.99845433
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\07\232.csv,7,1.3820352e-07,4.040353e-07,7.772903e-08,0.0014743432,4.0542716e-07,7.0278234e-05,6.454542e-08,0.99845433
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\07\233.csv,7,1.3820352e-07,4.040353e-07,7.772903e-08,0.0014743432,4.0542716e-07,7.0278234e-05,6.454542e-08,0.99845433
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\07\234.csv,7,1.395602e-07,4.090492e-07,7.854425e-08,0.0015325616,4.2385855e-07,7.266537e-05,6.411549e-08,0.9983936
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\07\235.csv,7,1.3935129e-07,4.1054804e-07,7.788333e-08,0.001539286,4.177771e-07,7.244901e-05,6.424471e-08,0.9983872
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\07\236.csv,7,1.3820352e-07,4.040353e-07,7.772903e-08,0.0014743432,4.0542716e-07,7.0278234e-05,6.454542e-08,0.99845433
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\07\237.csv,7,1.4108001e-07,4.1897408e-07,7.711123e-08,0.0016737984,4.5324543e-07,7.595951e-05,6.169315e-08,0.9982492
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\07\238.csv,7,1.387249e-07,4.201665e-07,7.65864e-08,0.0016502186,4.4067724e-07,7.5732525e-05,6.253662e-08,0.9982729
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\07\239.csv,7,1.3820352e-07,4.040353e-07,7.772903e-08,0.0014743432,4.0542716e-07,7.0278234e-05,6.454542e-08,0.99845433
